7.9455e-01,7.9419e-01,7.9265e-01
7.8109e-01,7.7636e-01,7.8161e-01
8.5555e-01,8.5910e-01,8.5886e-01
8.9987e-01,9.0009e-01,8.9752e-01
8.1279e-01,8.0704e-01,8.1291e-01
9.7258e-01,9.7290e-01,9.7327e-01
8.6075e-01,8.6004e-01,8.5925e-01
8.2012e-01,8.1990e-01,8.2241e-01
7.9924e-01,7.9511e-01,7.9802e-01
7.0977e-01,7.0841e-01,7.1072e-01
7.9263e-01,7.8946e-01,7.9303e-01
9.5066e-01,9.4994e-01,9.5035e-01
7.5935e-01,7.5562e-01,7.5949e-01
7.5202e-01,7.4880e-01,7.4941e-01
8.9769e-01,8.9844e-01,8.9736e-01
7.1159e-01,7.0910e-01,7.0623e-01
9.1360e-01,9.1309e-01,9.1479e-01
8.5218e-01,8.5205e-01,8.4945e-01
6.8571e-01,6.8575e-01,6.9022e-01
7.9026e-01,7.8836e-01,7.8693e-01
8.6122e-01,8.5827e-01,8.6092e-01
8.0336e-01,8.0420e-01,8.0036e-01
7.1924e-01,7.2064e-01,7.1721e-01
6.0412e-01,6.0620e-01,6.1133e-01
8.6487e-01,8.6739e-01,8.6596e-01
8.3152e-01,8.3148e-01,8.2662e-01
9.1226e-01,9.1444e-01,9.1444e-01
8.1738e-01,8.1761e-01,8.1250e-01
8.1450e-01,8.1469e-01,8.1153e-01
6.2875e-01,6.3058e-01,6.2525e-01
9.2123e-01,9.2034e-01,9.2195e-01
8.9553e-01,8.9335e-01,8.9556e-01
8.2900e-01,8.3284e-01,8.3140e-01
8.4203e-01,8.4150e-01,8.3848e-01
7.3989e-01,7.3476e-01,7.3829e-01
8.1151e-01,8.1161e-01,8.0633e-01
7.6718e-01,7.6469e-01,7.6870e-01
9.6251e-01,9.6250e-01,9.6118e-01
7.8051e-01,7.8225e-01,7.8217e-01
9.1158e-01,9.1131e-01,9.1025e-01
8.3041e-01,8.3032e-01,8.2652e-01
7.8929e-01,7.8812e-01,7.8582e-01
8.9573e-01,8.9855e-01,8.9858e-01
7.4299e-01,7.3850e-01,7.4198e-01
8.8493e-01,8.8512e-01,8.8223e-01
9.2141e-01,9.2337e-01,9.2347e-01
9.2040e-01,9.1942e-01,9.1892e-01
8.5394e-01,8.5295e-01,8.5085e-01
9.2556e-01,9.2380e-01,9.2550e-01
8.7975e-01,8.7878e-01,8.7728e-01
9.4941e-01,9.4884e-01,9.4892e-01
9.1639e-01,9.1423e-01,9.1660e-01
8.1561e-01,8.1334e-01,8.1544e-01
8.7934e-01,8.7909e-01,8.8032e-01
7.6218e-01,7.5704e-01,7.6135e-01
7.7138e-01,7.6848e-01,7.6893e-01
9.6402e-01,9.6488e-01,9.6482e-01
9.8893e-01,9.8901e-01,9.8878e-01
8.2401e-01,8.2412e-01,8.2656e-01
9.8512e-01,9.8480e-01,9.8512e-01
8.9140e-01,8.9047e-01,8.8891e-01
8.4351e-01,8.3947e-01,8.4359e-01
7.1484e-01,7.0944e-01,7.1131e-01
5.8375e-01,5.8253e-01,5.8403e-01
8.2688e-01,8.3060e-01,8.2859e-01
8.3643e-01,8.3411e-01,8.3489e-01
8.8127e-01,8.8049e-01,8.8090e-01
9.7344e-01,9.7344e-01,9.7264e-01
9.6141e-01,9.6131e-01,9.6074e-01
7.6295e-01,7.6511e-01,7.6066e-01
9.0907e-01,9.0643e-01,9.0907e-01
7.0398e-01,6.9989e-01,7.0659e-01
8.8287e-01,8.8503e-01,8.8430e-01
7.9696e-01,7.9676e-01,7.9228e-01
8.0822e-01,8.0819e-01,8.1027e-01
9.4773e-01,9.4645e-01,9.4694e-01
7.3165e-01,7.3809e-01,7.3683e-01
7.3328e-01,7.3344e-01,7.3359e-01
6.1266e-01,6.1254e-01,6.0930e-01
7.8809e-01,7.8809e-01,7.8236e-01
8.7148e-01,8.6951e-01,8.7202e-01
9.8623e-01,9.8657e-01,9.8647e-01
9.6389e-01,9.6479e-01,9.6449e-01
8.5920e-01,8.5829e-01,8.5676e-01
8.2422e-01,8.2566e-01,8.2241e-01
