9.1733e-01,9.2368e-01,7.6329e-01
6.6618e-01,9.6196e-01,6.2354e-01
7.3723e-01,9.3052e-01,7.4930e-01
8.4561e-01,9.6330e-01,9.9745e-01
9.9683e-01,7.9776e-01,9.9683e-01
9.9482e-01,9.9697e-01,9.7052e-01
9.9719e-01,9.5713e-01,9.9718e-01
9.9698e-01,7.4437e-01,7.3402e-01
9.9738e-01,9.7649e-01,9.6970e-01
9.9475e-01,9.3484e-01,9.4412e-01
9.8718e-01,9.9752e-01,9.3027e-01
9.9272e-01,8.8485e-01,8.6700e-01
9.7978e-01,9.9730e-01,8.7131e-01
9.6748e-01,9.9685e-01,9.9736e-01
9.7860e-01,9.9717e-01,8.9770e-01
9.9708e-01,8.8192e-01,8.6336e-01
9.8861e-01,9.8677e-01,9.9734e-01
6.7177e-01,6.8835e-01,9.8933e-01
9.9696e-01,7.8008e-01,8.6211e-01
9.9698e-01,9.9708e-01,9.3017e-01
9.3038e-01,9.7458e-01,8.8646e-01
9.9701e-01,8.7111e-01,9.9630e-01
8.7329e-01,8.7148e-01,8.8229e-01
9.6423e-01,8.1629e-01,9.9694e-01
9.1677e-01,9.9693e-01,9.7733e-01
8.8343e-01,8.2273e-01,9.8022e-01
9.9529e-01,9.7753e-01,9.9529e-01
9.6065e-01,9.2910e-01,9.9549e-01
9.9185e-01,9.9323e-01,9.9180e-01
9.9648e-01,9.9724e-01,9.8413e-01
8.4432e-01,9.9681e-01,9.9681e-01
9.7077e-01,9.7001e-01,9.7049e-01
9.8010e-01,9.1957e-01,7.1686e-01
9.7392e-01,9.9737e-01,9.7297e-01
9.4843e-01,9.4639e-01,9.4514e-01
8.7472e-01,9.3312e-01,9.9715e-01
9.9742e-01,9.7993e-01,8.1813e-01
9.9153e-01,9.9258e-01,9.9048e-01
9.0320e-01,8.6251e-01,9.2691e-01
9.8804e-01,9.8802e-01,9.8779e-01
8.5366e-01,9.7764e-01,9.9736e-01
9.9590e-01,8.4265e-01,9.9676e-01
9.5634e-01,9.2337e-01,9.9388e-01
9.4592e-01,9.1598e-01,9.9266e-01
8.4576e-01,9.9718e-01,8.3419e-01
8.4011e-01,9.9381e-01,9.8300e-01
9.9709e-01,9.9709e-01,9.9709e-01
8.2289e-01,8.3457e-01,8.3162e-01
8.0259e-01,8.7964e-01,9.7848e-01
9.9613e-01,8.3829e-01,9.9613e-01
9.8666e-01,9.5504e-01,9.8514e-01
9.6924e-01,9.9722e-01,9.7623e-01
9.9562e-01,9.9685e-01,8.6989e-01
8.1279e-01,8.8677e-01,9.9721e-01
9.9153e-01,9.9726e-01,9.0542e-01
9.8382e-01,9.9723e-01,9.3260e-01
6.6671e-01,6.6982e-01,7.1440e-01
9.2079e-01,9.2081e-01,9.2014e-01
9.9742e-01,9.7028e-01,8.8516e-01
9.9732e-01,8.2270e-01,9.9734e-01
7.8465e-01,9.6616e-01,9.6592e-01
9.9690e-01,8.7567e-01,9.0039e-01
8.4133e-01,8.6547e-01,9.9156e-01
9.5408e-01,9.8133e-01,8.7852e-01
9.9721e-01,9.4614e-01,9.8978e-01
8.2698e-01,9.9647e-01,9.9286e-01
9.9737e-01,9.3024e-01,9.9737e-01
9.9432e-01,8.7592e-01,9.3551e-01
7.8244e-01,9.9745e-01,7.7993e-01
9.4437e-01,9.8955e-01,8.8292e-01
9.4014e-01,9.5973e-01,8.5475e-01
9.4976e-01,9.4708e-01,9.9636e-01
9.7912e-01,9.1845e-01,9.1751e-01
9.3261e-01,9.9716e-01,9.5799e-01
9.2118e-01,9.9589e-01,9.9761e-01
9.9704e-01,9.9704e-01,9.9704e-01
9.5743e-01,8.2922e-01,9.9485e-01
9.3744e-01,9.9778e-01,9.5244e-01
9.9615e-01,9.9611e-01,8.7045e-01
8.2713e-01,9.8682e-01,9.5308e-01
9.3458e-01,9.9695e-01,9.8759e-01
9.4936e-01,9.4897e-01,8.8600e-01
9.9700e-01,9.9700e-01,8.8504e-01
8.7096e-01,9.9648e-01,9.9741e-01
9.7265e-01,9.9164e-01,8.2237e-01
8.8599e-01,8.8218e-01,9.9698e-01
9.1978e-01,9.9634e-01,8.2453e-01
9.9665e-01,9.7928e-01,8.5019e-01
9.5588e-01,9.9446e-01,9.9720e-01
8.4720e-01,7.9746e-01,7.9889e-01
9.9112e-01,9.9702e-01,9.7575e-01
9.6176e-01,9.6175e-01,8.7234e-01
9.9715e-01,8.4161e-01,9.9715e-01
9.9675e-01,9.9675e-01,9.5923e-01
9.9521e-01,9.5784e-01,9.9458e-01
8.2496e-01,9.9612e-01,8.4991e-01
7.5202e-01,7.7238e-01,9.9745e-01
9.1701e-01,9.8207e-01,9.9736e-01
9.9705e-01,9.9705e-01,9.2910e-01
8.9527e-01,8.9500e-01,8.9232e-01
9.9710e-01,8.2368e-01,8.4294e-01
7.3368e-01,7.1350e-01,8.7765e-01
9.9710e-01,9.9675e-01,9.0932e-01
7.3522e-01,7.3106e-01,7.2784e-01
9.4982e-01,9.8973e-01,9.9716e-01
8.0643e-01,9.9709e-01,9.6489e-01
9.0255e-01,8.6829e-01,8.7341e-01
9.4684e-01,8.7473e-01,9.9719e-01
8.4185e-01,8.4945e-01,8.4885e-01
9.8670e-01,8.8372e-01,8.7787e-01
9.1766e-01,8.8705e-01,9.9681e-01
8.2441e-01,8.8148e-01,9.9706e-01
9.9719e-01,9.5440e-01,9.9719e-01
9.8676e-01,9.9651e-01,9.9035e-01
8.3428e-01,8.1178e-01,9.9068e-01
9.7372e-01,9.9534e-01,9.7434e-01
9.9726e-01,7.2209e-01,6.7815e-01
8.3706e-01,7.6548e-01,9.9737e-01
9.9738e-01,9.9738e-01,9.0265e-01
9.5843e-01,9.5184e-01,9.1555e-01
9.5355e-01,9.9732e-01,9.5262e-01
7.5128e-01,7.2644e-01,9.9704e-01
7.8214e-01,9.9654e-01,9.1133e-01
9.9624e-01,9.0649e-01,9.9169e-01
9.9104e-01,9.9104e-01,9.9702e-01
9.0410e-01,8.7085e-01,9.0961e-01
7.5472e-01,9.0602e-01,9.9728e-01
8.1001e-01,9.9140e-01,9.9752e-01
9.5850e-01,9.1564e-01,9.9717e-01
9.2515e-01,9.1855e-01,7.4922e-01
9.4407e-01,9.6089e-01,8.4769e-01
8.7546e-01,9.9717e-01,9.9717e-01
8.5785e-01,9.3561e-01,8.9540e-01
7.2688e-01,6.8433e-01,6.8183e-01
9.4691e-01,9.9701e-01,9.9701e-01
9.9702e-01,7.9380e-01,9.6794e-01
9.9764e-01,9.9764e-01,9.5113e-01
